c,matmul_v1:100,5
c,matmul_v1:100,4
c,matmul_v1:100,4
c,matmul_v1:100,9
c,matmul_v1:100,10
c,matmul_v1:500,416
c,matmul_v1:500,406
c,matmul_v1:500,411
c,matmul_v1:500,441
c,matmul_v1:500,434
c,matmul_v1:1000,3334
c,matmul_v1:1000,3423
c,matmul_v1:1000,3454
c,matmul_v1:1000,3415
c,matmul_v1:1000,3467
c,matmul_v1:1500,11651
c,matmul_v1:1500,11244
c,matmul_v1:1500,11167
c,matmul_v1:1500,11455
c,matmul_v1:1500,12203
c,matmul_v1:2000,26671
c,matmul_v1:2000,26779
c,matmul_v1:2000,28813
c,matmul_v1:2000,26861
c,matmul_v1:2000,27121
